t, Vp, Vy, pitch, yaw, pitch_dot, yaw_dot, N/A
2.1800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2286.93
2.2000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1358.58
2.2200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2673.75
2.2400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2776.90
2.2600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0661, -825.00, -1796.97
2.2800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0243, -825.00, -1281.22
2.3000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0089, -825.00, -1023.34
2.3200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0033, -825.00, -456.02
2.3400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0012, -825.00, 85.52
2.3600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0004, -825.00, 1374.90
2.3800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0002, -825.00, -791.25
2.4000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0001, -825.00, -1719.61
2.4200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1745.39
2.4400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -688.10
2.4600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -456.02
2.4800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -198.14
2.5000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1452.26
2.5200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1194.39
2.5400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -275.50
2.5600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1178.07
2.5800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1874.33
2.6000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1719.61
2.6200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -2983.20
2.6400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1848.54
2.6600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1023.34
2.6800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1100.71
2.7000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1281.22
2.7200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1874.33
2.7400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -1332.79
2.7600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 85.52
2.7800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 704.42
2.8000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1787.50
2.8200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1606.99
2.8400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1710.14
2.8600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1374.90
